0.01,0.010454,40.016,43.483,43.55,43.5,43.567
0.02,0.02021,33.986,38.854,38.894,38.918,38.959
0.03,0.030211,30.452,36.067,36.105,36.192,36.23
0.04,0.040065,27.951,34.04,34.051,34.232,34.242
0.05,0.049998,26.027,32.534,32.534,32.799,32.799
0.06,0.06007,24.446,31.234,31.243,31.576,31.586
0.07,0.069897,23.123,30.132,30.12,30.55,30.537
0.08,0.079891,21.943,29.148,29.136,29.651,29.637
0.09,0.090398,20.901,28.252,28.294,28.836,28.881
0.1,0.10001,20.001,27.507,27.509,28.176,28.178
