39.991,43.843,43.885
34.004,39.403,39.608
30.445,36.681,37.029
27.977,34.855,35.309
26.033,33.366,33.916
24.428,32.078,32.696
23.102,31.091,31.788
21.937,30.211,30.97
20.935,29.415,30.214
20.027,28.665,29.525
