40.001,43.435,43.452
33.975,38.842,38.907
30.454,36.072,36.195
27.971,34.133,34.327
26.005,32.469,32.732
24.419,31.144,31.481
23.112,30.135,30.557
21.917,29.098,29.6
20.946,28.325,28.913
19.992,27.482,28.151
